Date,HSI,SI,PI,CI,DTI,CTI
"May 23, 2013",551,853,863,1339,603,
"May 22, 2013",552,851,880,1333,605,
"May 21, 2013",554,852,899,1321,609,
"May 20, 2013",555,851,917,1317,612,
"May 17, 2013",553,853,930,1326,611,
"May 16, 2013",554,854,951,1334,614,
"May 15, 2013",555,857,974,1338,615,
"May 14, 2013",555,861,988,1360,615,
"May 13, 2013",553,866,993,1370,617,
"May 10, 2013",551,869,994,1382,620,
"May 09, 2013",551,872,995,1398,616,
"May 08, 2013",548,874,995,1408,620,
"May 07, 2013",546,876,999,1393,622,
"May 03, 2013",546,880,1006,1344,623,
"May 02, 2013",546,884,1010,1322,623,
"May 01, 2013",545,888,1018,1279,619,
"Apr 30, 2013",544,895,1028,1273,621,
"Apr 29, 2013",545,900,1058,1260,623,
"Apr 26, 2013",545,904,1082,1246,622,
"Apr 25, 2013",544,905,1121,1220,626,
"Apr 24, 2013",543,903,1165,1214,638,
"Apr 23, 2013",540,902,1193,1220,638,
"Apr 22, 2013",540,902,1202,1230,634,
"Apr 19, 2013",539,898,1196,1234,632,
"Apr 18, 2013",538,899,1180,1238,630,
"Apr 17, 2013",537,900,1167,1245,638,
"Apr 16, 2013",531,902,1143,1251,663,
"Apr 15, 2013",528,902,1125,1257,674,
"Apr 12, 2013",526,901,1112,1265,682,
"Apr 11, 2013",521,900,1095,1257,702,
"Apr 10, 2013",518,902,1080,1250,709,
"Apr 09, 2013",518,907,1077,1236,712,
"Apr 08, 2013",523,912,1084,1223,707,
"Apr 05, 2013",525,915,1094,1215,677,
"Apr 04, 2013",529,924,1106,1209,659,
"Apr 03, 2013",537,933,1129,1209,658,
"Apr 02, 2013",543,944,1155,1229,661,
"Mar 28, 2013",547,965,1176,1249,663,
"Mar 27, 2013",547,977,1191,1258,669,
"Mar 26, 2013",545,981,1204,1275,675,
"Mar 25, 2013",543,978,1210,1284,677,
"Mar 22, 2013",542,968,1208,1284,671,
"Mar 21, 2013",539,959,1202,1290,664,
"Mar 20, 2013",532,950,1190,1294,659,
"Mar 19, 2013",522,937,1184,1290,662,
"Mar 18, 2013",513,925,1172,1295,663,
"Mar 15, 2013",506,913,1162,1299,669,
"Mar 14, 2013",494,903,1147,1302,661,
"Mar 13, 2013",490,889,1138,1314,661,
"Mar 12, 2013",486,876,1131,1314,666,
"Mar 11, 2013",485,864,1128,1260,674,
"Mar 08, 2013",483,852,1124,1262,681,
"Mar 07, 2013",478,837,1112,1260,686,
"Mar 06, 2013",472,818,1090,1251,690,
"Mar 05, 2013",466,801,1080,1246,696,
"Mar 04, 2013",454,781,1058,1239,700,
"Mar 01, 2013",447,764,1036,1243,697,
"Feb 28, 2013",436,745,990,1249,692,
"Feb 27, 2013",426,734,961,1264,686,
"Feb 26, 2013",419,724,939,1291,683,
"Feb 25, 2013",414,717,922,1323,677,
"Feb 22, 2013",412,705,909,1335,673,
"Feb 21, 2013",411,695,892,1344,669,
"Feb 20, 2013",410,687,875,1355,658,
"Feb 19, 2013",411,679,859,1377,659,
"Feb 18, 2013",411,672,845,1408,661,
"Feb 15, 2013",412,667,832,1434,657,
"Feb 14, 2013",412,664,808,1429,655,
"Feb 13, 2013",414,668,782,1448,647,
"Feb 12, 2013",417,666,749,1448,643,
"Feb 11, 2013",418,669,737,1453,640,
"Feb 08, 2013",421,671,723,1461,638,
"Feb 07, 2013",425,674,695,1481,636,
"Feb 06, 2013",431,677,657,1484,632,
"Feb 05, 2013",438,681,651,1466,634,
"Feb 04, 2013",444,682,653,1461,635,
"Feb 01, 2013",449,684,664,1454,636,
"Jan 31, 2013",455,688,677,1468,636,
"Jan 30, 2013",461,695,690,1477,632,
"Jan 29, 2013",467,710,703,1491,637,
"Jan 28, 2013",472,711,713,1507,646,
"Jan 25, 2013",475,712,718,1520,647,
"Jan 24, 2013",478,713,723,1541,636,
"Jan 23, 2013",478,721,727,1564,632,
"Jan 22, 2013",477,728,729,1577,633,
"Jan 21, 2013",474,730,736,1604,630,
"Jan 18, 2013",470,735,740,1605,630,
"Jan 17, 2013",464,738,743,1573,631,
"Jan 16, 2013",457,740,754,1431,633,
"Jan 15, 2013",454,743,768,1365,637,
"Jan 14, 2013",451,745,774,1370,641,
"Jan 11, 2013",448,743,772,1367,646,
"Jan 10, 2013",443,741,754,1367,654,
"Jan 09, 2013",443,740,717,1384,663,
"Jan 08, 2013",442,739,682,1386,671,
"Jan 07, 2013",443,739,670,1319,679,
"Jan 04, 2013",446,739,670,1285,689,
"Jan 03, 2013",447,737,675,1254,696,
"Jan 02, 2013",446,732,685,1237,764,
"Dec 24, 2012",447,735,699,1235,774,
"Dec 21, 2012",446,738,710,1228,778,
"Dec 20, 2012",445,738,734,1226,779,
"Dec 19, 2012",444,742,765,1233,774,
"Dec 18, 2012",444,745,793,1315,754,
"Dec 17, 2012",444,746,815,1403,746,
"Dec 14, 2012",443,748,839,1440,741,
"Dec 13, 2012",443,751,871,1407,730,
"Dec 12, 2012",444,751,894,1446,724,
"Dec 11, 2012",447,760,914,1652,711,
"Dec 10, 2012",447,765,928,1762,707,
"Dec 07, 2012",447,768,936,1832,706,
"Dec 06, 2012",446,771,940,1897,702,
"Dec 05, 2012",446,772,949,2000,701,
"Dec 04, 2012",447,766,962,2095,703,
"Dec 03, 2012",448,760,973,2166,705,
"Nov 30, 2012",448,751,980,2199,705,
"Nov 29, 2012",446,742,994,2241,708,
"Nov 28, 2012",442,732,1009,2275,719,
"Nov 27, 2012",438,724,1023,2275,721,
"Nov 26, 2012",434,716,1021,2277,723,
"Nov 23, 2012",431,706,1013,2288,723,
"Nov 22, 2012",424,695,991,2318,725,
"Nov 21, 2012",416,687,963,2335,723,
"Nov 20, 2012",409,674,933,2367,723,
"Nov 19, 2012",407,664,902,2369,715,
"Nov 16, 2012",405,655,886,2347,715,
"Nov 15, 2012",403,653,846,2350,713,
"Nov 14, 2012",402,652,774,2375,700,
"Nov 13, 2012",405,649,732,2327,687,
"Nov 12, 2012",405,644,720,2283,680,
"Nov 09, 2012",407,647,722,2203,667,
"Nov 08, 2012",409,654,726,2119,662,
"Nov 07, 2012",412,662,737,2098,655,
"Nov 06, 2012",416,669,747,2186,659,
"Nov 05, 2012",419,671,757,2261,667,
"Nov 02, 2012",422,678,766,2304,672,
"Nov 01, 2012",426,689,770,2355,674,
"Oct 31, 2012",429,693,782,2419,672,
"Oct 30, 2012",430,699,792,2458,675,
"Oct 29, 2012",432,706,799,2460,678,
"Oct 26, 2012",434,712,804,2451,681,
"Oct 25, 2012",437,716,811,2432,683,
"Oct 24, 2012",440,721,825,2530,681,
"Oct 23, 2012",442,732,843,2587,680,
"Oct 22, 2012",445,740,861,2332,676,
"Oct 19, 2012",445,746,879,2217,672,
"Oct 18, 2012",444,754,895,2135,670,
"Oct 17, 2012",443,768,904,2162,668,
"Oct 16, 2012",443,776,904,2103,668,
"Oct 15, 2012",444,783,885,1960,667,
"Oct 12, 2012",444,787,871,1914,665,
"Oct 11, 2012",444,789,843,1833,663,
"Oct 10, 2012",442,791,784,1775,662,
"Oct 09, 2012",442,795,712,1829,662,
"Oct 08, 2012",444,802,647,1921,664,
"Oct 05, 2012",444,810,598,1932,664,
"Oct 04, 2012",445,818,544,1873,660,
"Oct 03, 2012",448,825,496,1738,656,
"Oct 02, 2012",454,830,463,1676,652,
"Oct 01, 2012",467,836,439,1660,649,
"Sep 28, 2012",472,844,425,1621,646,
"Sep 27, 2012",476,847,418,1548,640,
"Sep 26, 2012",479,847,426,1549,638,
"Sep 25, 2012",483,847,441,1568,640,
"Sep 24, 2012",486,850,461,1578,642,
"Sep 21, 2012",484,845,467,1584,643,
"Sep 20, 2012",482,843,468,1531,642,
"Sep 19, 2012",480,839,468,1421,637,
"Sep 18, 2012",480,834,474,1326,635,
"Sep 17, 2012",479,828,483,1219,634,
"Sep 14, 2012",477,825,502,1204,633,
"Sep 13, 2012",475,821,527,1198,634,
"Sep 12, 2012",471,827,545,1186,635,
"Sep 11, 2012",466,832,566,1187,637,
"Sep 10, 2012",461,837,582,1188,634,
"Sep 07, 2012",458,845,599,1186,631,
"Sep 06, 2012",457,849,617,1186,628,
"Sep 05, 2012",455,852,647,1188,626,
"Sep 04, 2012",456,857,686,1186,628,
"Sep 03, 2012",458,855,714,1180,627,
"Aug 31, 2012",459,858,735,1172,626,
"Aug 30, 2012",463,857,758,1169,622,
"Aug 29, 2012",466,853,788,1177,620,
"Aug 28, 2012",472,845,812,1182,618,
"Aug 24, 2012",474,833,828,1124,617,
"Aug 23, 2012",477,833,840,1103,617,
"Aug 22, 2012",481,838,843,1091,614,
"Aug 21, 2012",485,841,833,1082,610,
"Aug 20, 2012",490,847,819,1087,608,
"Aug 17, 2012",496,856,806,1095,606,
"Aug 16, 2012",502,865,801,1105,604,
"Aug 15, 2012",506,877,801,1120,604,
"Aug 14, 2012",512,886,803,1147,608,
"Aug 13, 2012",523,906,804,1158,612,
"Aug 10, 2012",531,946,814,1169,613,
"Aug 09, 2012",535,966,823,1192,615,
"Aug 08, 2012",538,982,840,1204,619,
"Aug 07, 2012",539,995,868,1237,623,
"Aug 06, 2012",544,1010,890,1214,626,
"Aug 03, 2012",552,1023,910,1200,634,
"Aug 02, 2012",558,1032,931,1178,638,
"Aug 01, 2012",570,1047,954,1181,642,
